"crash_id","crash_datetime","crash_date","latitude","longitude","n_crash_reports","contains_fatality_words","contains_pedestrian_words","contains_matatu_words","contains_motorcycle_words"
2940,2017-11-14 07:09:10,2017-11-14,-1.1815315,36.9378855,7,0,0,0,0
2941,2017-11-15 16:40:10,2017-11-15,-1.0244045,37.0671155,2,0,0,0,0
2942,2017-11-16 06:21:40,2017-11-16,-1.461848,37.0126695,2,0,0,0,0
2943,2017-11-16 06:35:10,2017-11-16,-1.266897875,36.811905625,2,1,0,0,0
2944,2017-11-16 06:59:10,2017-11-16,-1.29239962603921,36.7877377440241,6,0,1,0,0
2945,2017-11-16 19:46:40,2017-11-16,-1.23112425,36.87774325,2,0,0,0,0
2946,2017-11-16 19:48:10,2017-11-16,-1.23428175390962,36.8730066684482,3,0,0,0,0
2947,2017-11-17 07:50:40,2017-11-17,-1.32865800261749,36.8791751471516,8,0,0,1,0
2948,2017-11-19 14:00:40,2017-11-19,-1.192766,36.747427,2,0,0,0,0
2949,2017-11-21 16:00:11,2017-11-21,-1.2261375257587,36.884108840381,9,1,0,0,0
2950,2017-11-23 11:46:10,2017-11-23,-1.318903,36.913314,2,0,0,0,0
2951,2017-11-24 20:09:10,2017-11-24,-1.21911,36.801787,3,0,0,0,0
2952,2017-11-24 20:17:40,2017-11-24,-1.228292,36.8048075,2,0,0,0,0
2953,2017-11-25 06:46:10,2017-11-25,-1.264142,36.749415,2,0,0,0,0
2954,2017-11-25 14:17:41,2017-11-25,-1.333396,36.890702,2,0,0,0,0
2955,2017-11-26 07:24:40,2017-11-26,-1.31471975,36.80722775,2,0,0,0,0
2956,2017-11-26 11:18:40,2017-11-26,-1.242395,36.868585,2,0,0,0,0
2957,2017-11-29 19:38:10,2017-11-29,-1.364255,36.76560275,3,0,0,0,0
2958,2017-11-30 06:18:10,2017-11-30,-1.324464,36.898624,2,0,0,0,0
2959,2017-11-30 12:16:40,2017-11-30,-1.34322,36.765021,2,0,0,0,0
2960,2017-11-30 12:35:10,2017-11-30,-1.3378135,36.7733045,2,0,0,0,0
2961,2017-12-01 14:56:10,2017-12-01,-1.337841,36.669442,2,0,0,0,0
2962,2017-12-01 19:55:10,2017-12-01,-1.237318,36.843874,2,0,0,0,0
2963,2017-12-02 22:43:10,2017-12-02,-1.316124,36.813738,4,0,0,0,0
2964,2017-12-03 06:10:40,2017-12-03,-1.319316,36.837946,2,0,0,0,0
2965,2017-12-03 16:55:10,2017-12-03,-1.226377,36.883288,2,0,0,0,0
2966,2017-12-04 05:42:41,2017-12-04,-1.25000009150588,36.821025584447,5,0,0,0,0
2967,2017-12-04 06:52:40,2017-12-04,-1.261422,36.839124,2,0,0,0,0
2968,2017-12-05 05:24:40,2017-12-05,-1.300091,36.780362,2,0,0,1,0
2969,2017-12-05 06:36:40,2017-12-05,-1.33041990145958,36.8675014916619,35,0,0,1,0
2970,2017-12-06 04:14:10,2017-12-06,-1.23144543882914,36.877951945417,18,0,0,0,0
2971,2017-12-06 06:50:40,2017-12-06,-1.24512546527953,36.8668861565144,5,0,0,0,0
2972,2017-12-06 14:58:10,2017-12-06,-1.26359125,36.75934125,2,0,0,1,0
2973,2017-12-06 16:48:10,2017-12-06,-1.02449175,37.06718925,16,0,0,0,0
2974,2017-12-07 08:26:10,2017-12-07,-1.2595755,36.7854535,2,0,0,0,0
2975,2017-12-08 22:02:40,2017-12-08,-1.294576,36.853294,2,0,0,0,0
2976,2017-12-08 22:03:40,2017-12-08,-1.329352,36.799189,2,0,0,0,0
2977,2017-12-09 06:22:10,2017-12-09,-1.33146725,36.88820275,2,1,0,0,0
2978,2017-12-11 16:32:40,2017-12-11,-1.356244,36.762113,2,0,0,0,0
2979,2017-12-11 21:33:10,2017-12-11,-1.33166995993613,36.8883105014521,3,1,0,0,0
2980,2017-12-12 13:03:40,2017-12-12,-1.205178,36.915715,3,0,0,0,0
2981,2017-12-13 05:18:40,2017-12-13,-1.218893,36.892208,2,0,0,0,0
2982,2017-12-13 13:03:11,2017-12-13,-1.2311165,36.877668,3,0,0,0,0
2983,2017-12-13 13:27:41,2017-12-13,-1.1303825,36.982137,3,0,0,0,0
2984,2017-12-13 17:05:40,2017-12-13,-1.15104725034453,36.9616827282112,3,0,0,0,0
2985,2017-12-15 17:46:10,2017-12-15,-1.21920412622549,36.8918520779475,9,0,0,0,0
2986,2017-12-15 18:36:10,2017-12-15,-1.2109395,36.9073315,3,0,0,0,0
2987,2017-12-17 16:50:42,2017-12-17,-1.329701,36.8722835,2,0,0,0,1
2988,2017-12-22 20:37:42,2017-12-22,-1.3212845,36.84128025,2,0,0,0,0
2989,2017-12-24 21:42:42,2017-12-24,-1.1813435,36.937971,2,0,0,1,0
2990,2018-03-14 06:37:43,2018-03-14,-1.319083,36.9070425,2,0,0,0,0
2991,2018-03-15 07:56:42,2018-03-15,-1.283922,36.82294375,2,0,0,0,0
2992,2018-03-16 06:38:35,2018-03-16,-1.258821,36.77946825,3,0,0,0,0
2993,2018-03-17 10:03:05,2018-03-17,-1.323624,36.844773,4,0,0,0,0
2994,2018-03-18 08:26:35,2018-03-18,-1.3313545,36.8885805,2,1,0,0,0
2995,2018-03-19 06:27:05,2018-03-19,-1.33168467384514,36.783391301761,5,1,0,0,0
2996,2018-03-19 12:10:35,2018-03-19,-1.21925875,36.89145875,2,0,0,0,0
2997,2018-03-21 10:33:05,2018-03-21,-1.460663,37.013251,2,0,0,0,0
2998,2018-03-22 07:02:05,2018-03-22,-1.284087,36.8193435,2,0,0,0,0
2999,2018-03-23 17:16:35,2018-03-23,-1.0242005,37.0671575,3,0,0,0,0
3000,2018-03-24 01:29:05,2018-03-24,-1.33189109176056,36.8888481024233,3,1,0,0,0
3001,2018-03-24 06:24:05,2018-03-24,-1.33007425,36.87073575,2,0,0,1,0
3002,2018-03-24 09:24:35,2018-03-24,-1.2939825,36.851174,2,0,0,1,0
3003,2018-03-25 17:15:35,2018-03-25,-1.31024275,36.8179825,2,0,0,0,0
3004,2018-03-26 06:43:05,2018-03-26,-1.255458,36.694003,2,0,0,0,0
3005,2018-03-27 07:35:05,2018-03-27,-1.2960755,36.860385,2,0,0,0,0
3006,2018-03-27 08:51:35,2018-03-27,-1.29422675,36.852293,2,0,0,0,0
3007,2018-03-27 11:50:05,2018-03-27,-1.2609115,36.795766,2,0,0,0,1
3008,2018-03-29 10:16:05,2018-03-29,-1.024104,37.0669645,2,0,0,0,0
3009,2018-03-29 19:26:35,2018-03-29,-1.346559,36.902353,2,1,0,0,0
3010,2018-03-30 06:24:05,2018-03-30,-1.2450775,36.8668835,2,0,0,0,0
3011,2018-03-31 09:05:35,2018-03-31,-1.26566905943154,36.8352097781378,5,0,0,0,0
3012,2018-03-31 10:10:35,2018-03-31,-1.31940109321841,36.8381138608998,4,0,1,0,0
3013,2018-04-02 12:20:40,2018-04-02,-1.1819075,36.9373865,4,0,0,1,0
3014,2018-04-04 05:06:40,2018-04-04,-1.342945,36.7644435,2,0,0,0,0
3015,2018-04-08 22:18:40,2018-04-08,-1.318552,36.811371,2,1,1,0,0
3016,2018-04-09 02:56:40,2018-04-09,-1.304861,36.8263315,2,0,0,0,0
3017,2018-04-09 15:29:10,2018-04-09,-1.26268408693971,36.7652434431887,3,0,0,1,0
3018,2018-04-10 05:53:40,2018-04-10,-1.2684235,36.835507,2,0,0,0,0
3019,2018-04-11 07:23:10,2018-04-11,-1.232453,36.9899415,3,0,0,0,0
3020,2018-04-13 06:01:58,2018-04-13,-1.23334766251376,36.8745449475131,4,0,0,0,0
3021,2018-04-13 17:22:28,2018-04-13,-1.26091125,36.8419375,2,0,0,0,0
3022,2018-04-14 20:21:58,2018-04-14,-1.364719,36.911405,2,0,0,0,0
3023,2018-04-14 20:36:29,2018-04-14,-1.283606,37.10071,2,0,0,0,0
3024,2018-04-14 21:01:58,2018-04-14,-1.27700575,36.81367825,2,0,0,0,0
3025,2018-04-15 16:57:28,2018-04-15,-1.068176,37.050495,2,0,0,0,0
3026,2018-04-15 17:41:58,2018-04-15,-1.32293702961588,36.8437264947884,4,0,0,0,0
3027,2018-04-16 17:46:28,2018-04-16,-1.2620285,36.840156,2,0,0,0,0
3028,2018-04-17 07:41:58,2018-04-17,-1.171223,36.9726725,2,0,0,0,0
3029,2018-04-17 18:29:58,2018-04-17,-1.27445823459737,36.7999231458589,3,0,0,1,0
3030,2018-04-18 02:30:28,2018-04-18,-1.105573,37.017074,2,0,0,0,0
3031,2018-04-18 17:56:58,2018-04-18,-1.302214,36.83822725,2,0,0,1,0
3032,2018-04-20 09:03:28,2018-04-20,-1.3249476090253,36.8480689030797,4,0,0,0,0
3033,2018-04-20 17:00:58,2018-04-20,-1.30518708704171,36.8248749530665,3,0,1,0,0
3034,2018-04-21 12:31:28,2018-04-21,-1.130197,36.983968,2,0,0,0,0
3035,2018-04-21 13:24:58,2018-04-21,-1.2593075,36.7687665,2,0,0,0,0
3036,2018-04-21 22:04:59,2018-04-21,-1.29697275,36.87563025,5,0,0,1,0
3037,2018-04-21 22:28:58,2018-04-21,-1.283412,36.823595,3,0,0,1,0
3038,2018-04-22 14:13:58,2018-04-22,-1.397105,36.941707,13,1,0,0,0
3039,2018-04-22 14:58:28,2018-04-22,-1.2997835,36.824071,2,0,0,1,0
3040,2018-04-23 05:26:28,2018-04-23,-1.22475625,36.88510725,2,0,0,0,0
3041,2018-04-24 05:21:58,2018-04-24,-1.34400071321992,36.9011837387128,9,0,0,0,0
3042,2018-04-24 05:50:58,2018-04-24,-1.33121785146744,36.8880833906774,9,0,0,0,0
3043,2018-04-24 05:59:58,2018-04-24,-1.32816403456129,36.8533359278968,5,0,0,0,0
3044,2018-04-24 06:35:58,2018-04-24,-1.259318,36.76871875,2,0,0,0,0
3045,2018-04-24 06:51:29,2018-04-24,-1.232026,36.87558125,2,0,0,0,0
3046,2018-04-24 10:48:28,2018-04-24,-1.370335,36.917657,2,0,0,0,0
3047,2018-04-24 21:36:58,2018-04-24,-1.2183675,36.891856,3,1,0,0,0
3048,2018-04-25 06:01:58,2018-04-25,-1.1960435,36.9017305,2,0,0,0,0
3049,2018-04-25 06:10:58,2018-04-25,-1.203611,36.916902,2,0,0,0,0
3050,2018-04-25 09:41:28,2018-04-25,-3.726119,39.036457,2,0,0,0,0
3051,2018-04-25 12:37:58,2018-04-25,-1.323317,36.84409925,2,0,1,0,0
3052,2018-04-26 06:01:28,2018-04-26,-1.256335,36.855314,4,0,0,0,0
3053,2018-04-26 11:18:58,2018-04-26,-1.21934163654382,36.8913681712692,3,0,0,0,0
3054,2018-04-27 06:25:28,2018-04-27,-1.24529375,36.86691225,3,0,0,0,0
3055,2018-04-30 22:57:54,2018-04-30,-1.090305,37.034528,2,1,0,0,0
3056,2018-05-01 07:49:24,2018-05-01,-1.323555,36.8444135,2,1,1,0,0
3057,2018-05-02 06:50:24,2018-05-02,-1.35228825,36.762855,4,0,0,1,0
3058,2018-05-02 07:44:54,2018-05-02,-1.28553918703653,36.8827052974832,5,0,0,0,0
3059,2018-05-02 20:39:25,2018-05-02,-1.289989,36.770248,2,0,0,0,0
3060,2018-05-02 22:11:54,2018-05-02,-1.244652375,36.8672554,5,0,0,0,0
3061,2018-05-03 05:58:54,2018-05-03,-1.331576,36.888195,3,0,0,0,0
3062,2018-05-03 11:01:24,2018-05-03,-1.3456695,36.90219325,2,0,0,0,0
3063,2018-05-03 17:35:24,2018-05-03,-1.093007,37.031652,2,0,0,0,0
3064,2018-05-03 20:16:24,2018-05-03,-1.10662635,37.01601545,5,0,0,0,0
3065,2018-05-05 12:28:24,2018-05-05,-1.3380625,36.7704455,2,0,0,0,1
3066,2018-05-07 07:35:54,2018-05-07,-1.311046,36.729608,2,0,0,0,0
3067,2018-05-07 08:11:54,2018-05-07,-1.26294525,36.7642709,3,0,0,0,0
3068,2018-05-07 15:50:24,2018-05-07,-1.18128125,36.9379065,4,0,0,0,0
3069,2018-05-08 05:51:54,2018-05-08,-1.2266657,36.88365505,2,0,0,0,0
3070,2018-05-08 17:58:24,2018-05-08,-1.328049,36.7885965,2,0,0,0,0
3071,2018-05-08 18:56:54,2018-05-08,-1.30435995,36.74663435,2,0,0,0,0
3072,2018-05-08 20:47:24,2018-05-08,-1.266150175,36.8349072,2,0,0,0,0
3073,2018-05-08 21:06:54,2018-05-08,-1.259313,36.70461075,2,0,0,0,0
3074,2018-05-08 21:18:24,2018-05-08,-1.26079975,36.71674675,2,0,0,0,0
3075,2018-05-09 05:14:24,2018-05-09,-1.26055385249043,36.7175996368134,42,1,0,1,0
3076,2018-05-09 10:08:54,2018-05-09,-1.296461,36.884119,2,0,0,1,0
3077,2018-05-09 14:41:54,2018-05-09,-1.3255805,36.794436,4,0,0,0,0
3078,2018-05-09 16:16:24,2018-05-09,-1.32597665079623,36.8492427933646,4,0,0,0,0
3079,2018-05-09 21:13:54,2018-05-09,-1.225694,36.9161785,2,0,0,0,0
3080,2018-05-10 08:12:54,2018-05-10,-1.43264393911024,36.9646764572069,5,0,0,0,0
3081,2018-05-10 16:43:54,2018-05-10,-1.342427,36.767526,2,0,0,0,0
3082,2018-05-10 19:30:54,2018-05-10,-1.2040745,36.916738,2,0,0,0,0
3083,2018-05-11 16:43:24,2018-05-11,-1.2029425,36.9177285,3,0,0,0,0
3084,2018-05-11 19:55:24,2018-05-11,-1.3439975,36.902548,2,0,0,1,0
3085,2018-05-12 09:05:24,2018-05-12,-1.1310890783197,36.9820648144914,10,0,0,0,0
3086,2018-05-13 04:59:24,2018-05-13,-1.22618355381608,36.8840519075234,6,0,0,0,0
3087,2018-05-14 06:46:24,2018-05-14,-1.260152,36.72198,2,0,0,1,0
3088,2018-05-15 20:11:24,2018-05-15,-0.940628,36.620609,2,0,0,0,0
3089,2018-05-16 07:05:24,2018-05-16,-1.32546805,36.84869045,2,0,0,0,0
3090,2018-05-16 08:47:54,2018-05-16,-1.26981425,36.83166475,3,0,0,1,0
3091,2018-05-16 19:34:24,2018-05-16,-1.352021,36.7628505,2,0,0,0,0
3092,2018-05-17 07:24:24,2018-05-17,-1.25542166144479,36.6942523889881,14,0,0,1,0
3093,2018-05-17 09:17:24,2018-05-17,-1.317558,36.8338515,2,0,0,0,1
3094,2018-05-17 15:19:54,2018-05-17,-1.364719,36.911405,2,0,0,0,0
3095,2018-05-17 16:33:24,2018-05-17,-1.02427375,37.06698075,4,0,0,0,0
3096,2018-05-18 07:27:24,2018-05-18,-1.2600735,36.7720205,3,0,0,0,0
3097,2018-05-18 15:46:54,2018-05-18,-1.2708615,36.8290975,2,0,0,1,0
3098,2018-05-18 15:47:54,2018-05-18,-1.266783,36.834315,2,0,0,0,0
3099,2018-05-18 19:12:54,2018-05-18,-1.11806815276624,37.0095634356768,8,0,0,0,0
3100,2018-05-18 19:55:54,2018-05-18,-1.3115235,36.9256125,2,0,0,0,0
3101,2018-05-19 11:17:54,2018-05-19,-1.299802,36.824145,2,0,0,0,0
3102,2018-05-20 07:44:54,2018-05-20,-1.3299895,36.8710825,2,0,0,0,0
3103,2018-05-20 11:06:54,2018-05-20,-1.3291865,36.85559325,4,0,0,1,0
3104,2018-05-20 17:34:54,2018-05-20,-1.3266175,36.7950765,2,1,0,0,0
3105,2018-05-20 23:06:54,2018-05-20,-1.3167295,36.83394975,3,0,0,0,0
3106,2018-05-21 06:47:54,2018-05-21,-1.236054,36.890589,3,0,0,0,0
3107,2018-05-21 19:54:54,2018-05-21,-1.2265776,36.883536775,3,0,0,0,0
3108,2018-05-22 04:54:54,2018-05-22,-1.288828,36.950339,2,0,0,0,0
3109,2018-05-22 06:21:54,2018-05-22,-1.365036,36.911689,2,1,0,0,0
3110,2018-05-22 12:05:24,2018-05-22,-1.170112,36.70204,3,0,0,0,0
3111,2018-05-23 07:23:54,2018-05-23,-1.43415291192738,36.9655455166812,4,0,0,1,0
3112,2018-05-23 14:38:24,2018-05-23,-1.32987381266589,36.8695607450607,3,0,0,0,0
3113,2018-05-24 07:45:24,2018-05-24,-1.26993525,36.7926215,18,1,0,1,0
3114,2018-05-24 08:12:24,2018-05-24,-1.325156,36.848661,2,0,0,0,0
3115,2018-05-25 14:47:24,2018-05-25,-1.2640555,36.749398,2,0,0,0,0
